p_id,Name,Brand,Price,DiscountedPrice,Category,SubCategory,Quantity,Description,BreadCrumbs
dmart1697,"ITC Master Chef Chilli Garlic Potato Shots",ITC,145,72,"Packaged Food","Snacks & Farsans","500 gm","OverviewThere&rsquo;s something undeniably satisfying about popping these chilli garlic potato shots. Perfect food for a bar menu and ideal for a platter or as a side to a main dishHow to UseAir Fry/ Bake/ Shallow Fry/ Deep Fry","Packaged Food > Snacks & Farsans"
dmart1698,"Jabsons Roasted Peanuts Black Pepper",Jabsons,70,56,"Packaged Food","Snacks & Farsans","140 gm","OverviewRoasted in the age-old Hand roasting process of Gujarat, this process gives it natural sweetness, true roasted flavour & golden brown colour to the peanuts, black pepper peanuts-mildly spiced mouth-watering roasted peanuts, seasoned with black pepper & Indian spices.IngredientsPeanuts, Refined Cottonseed Oil, Black Pepper, Salt, Dry Mango, Cloves & Lemon.StorageStore in a cool and dry place.","Packaged Food > Snacks & Farsans"
dmart1699,"Sitashree Laxminarayan Lite Chiwda",Laxminarayan,72,64,"Packaged Food","Snacks & Farsans","250 gm","Key Features- Lite poha that is perfect for people on diet and on fast.How to Use- Open the packet and eat it along with chai (tea) or as a side dish with meals.Benefits- Shree Laxminarayan products have no added Preservatives.- All flavours and ingredients are natural and of the best quality.Care Instructions- Keep the packet away from direct sunlight.About the BrandThe famous Chiwda brand started its journey in 1945 in Pune and now is known worldwide for its range of various kinds of chiwda and namkeen.","Packaged Food > Snacks & Farsans"
dmart17,"DMart Healthy Choice Unpolished Chana Dal","DMart Healthy Choice",117,94,Grocery,Dals,"1 kg","OverviewFor most Indians, comfort food is always linked to easy-to-cook homemade meals and what can be the most convenient and quick to prepare dal. A staple in the Indian diet, Chana dal has a rich flavour and aroma and provides protein. It can also be used in a variety of soups, salads, sweets, pakoras, and savouries. Essential in every household, Tata Sampann Chana dal is unpolished as it does not undergo any artificial polishing with water, oil, or leather thereby retaining its goodness and wholesomeness.The 5-step process ensures that Chana dal grains are uniform and of premium quality, giving you an all-natural, authentic taste. So, whenever you are in the mood to cook something easy and delicious, dive into the scrumptious taste of Chana dal, and enjoy a lovely meal!How to UseAmazing Recipes : Used in a variety of soups, salads, sweets, pakoras, and savouries.Storage Store in a cool and dry place. Transfer contents in an airtight container after opening.","Grocery > Dals"
dmart170,"Premia Groundnut",Premia,215,179,Grocery,Pulses,"1 kg",India,"Grocery > Pulses"
dmart1700,"Prasuma Vegetable Frozen Momos",Prasuma,295,220,"Packaged Food","Snacks & Farsans","24 Pcs","OverviewQuick, easy, healthy and delicious!Give your meal a healthy twist with our incredibly tasty Prasuma Momos. Made from fresh high-quality vegetables paneer, Prasuma Momos are quick easy to prepare, delicious and of restaurant-quality.You can now enjoy hot tasty Momos at home everyday.How to UseThese Momos are already Pre-Steamed. Do not overcookSteam : Oil Momo/Idli tray. Steam Momo in a Momo/Idli tray for 5 minutes.Deep Fry : Deep-fry Momo for 5 minutes or until golden brown.Shallow Fry : Add 1 tablespoon of oil 1/4 cup of water into a non-stick pan and add Momo. Cover pan and cook for about 5 minutes. Remove cover cook until water has evaporated and the base is brown and crispy.Soup : Add cooked Momo to any soup/curry for a healthy Momo soup.Serve hot with our Signature Momo Sauce included inside.Key Features- Made from Fresh High Quality Vegetables Paneer- Momo Sauce Inside- Thin Wrapper, Juicy Filling- No Preservatives- Ready in 5 MinutesBenefits- A snack for everyone - Loved by both kids and adults.- A treat for every mood - Enjoy it with your friends, family or even by yourself.- A guaranteed showstopper - During house parties, match days or movie marathons.Any Other Must-Know InformationStorage: The product is Packed Sealed. Store the Product in Freezer.About the BrandFor over 30 years, we at Prasuma have been doing things our own way. From the very beginning, we chose to only bring to market products that we believe in, unwilling to compromise on quality or cut corners.Our passion to deliver superior quality products have made us a leader in our industry. Prasuma is a brand in which consumers continue to place their trust, everyday.","Packaged Food > Snacks & Farsans"
dmart1701,"Switz Samosa Dough Sheet",Switz,60,45,"Packaged Food","Snacks & Farsans","250 gm","IngredientsRefined Wheat Flour (Maida-Gluten), Water, Salt, Edible Vegetable Fat, Preservative E282. Allergen Advice: For Allergen, Including Cereals Containing Gluten Please See Ingredients In Bold.
Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
","Packaged Food > Snacks & Farsans"
dmart1702,"Charliee Rajgira Chikki",Charliee,92,46,"Packaged Food","Snacks & Farsans","150 gm","Ingredientsjaggery (30%)Sugar (15%)Peanut (13%)Liquid Glucose (9%)Allergy Advice: May contain peanuts, tree nuts, wheat, soy & sesame.About the BrandIn 1992 when visionary founders Mr. Shantilal Kalyanji Savla & Mrs. Jayaben Shantilal Savla laid the foundation of the brand Â“CharlieeÂ” Chikki & Snacks with a mission to serve globally traditional Indian snacks loaded with nutrition and great taste. They take great pride in enduring this beautiful journey & aim to even take it higher with adding more happy customers to Charliee family.","Packaged Food > Snacks & Farsans"
dmart1703,"Godrej Yummiez Veg Masala Nuggets",Godrej,175,87,"Packaged Food","Snacks & Farsans","400 gm","Key Features- Freshness locked and nutrients retained at -18 degree c.- Individual quick freezing technology.- Ready to cook.","Packaged Food > Snacks & Farsans"
dmart1704,"Sumeru Malabar Paratha",Sumeru,115,57,"Packaged Food","Snacks & Farsans","300 gm","
Instructions :
-Â· Transfer to the freezer compartment at the earliest.
-Â· Use straight from the freezer - thawing not required.
-Â· Put unused product back to the freezer at the earliest.
","Packaged Food > Snacks & Farsans"
dmart1705,"Safal Frozen French Fries",Safal,100,80,"Packaged Food","Snacks & Farsans","400 gm","
Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
","Packaged Food > Snacks & Farsans"
dmart1706,"Sitashree Laxminarayan Shabuflakes Chiwda",Laxminarayan,78,62,"Packaged Food","Snacks & Farsans","250 gm","Key Features- Fried shabuflakes sticks that are perfect for the fasting period.How to Use- Open the packet and eat it along with chai (tea) or as a side dish with meals.Benefits- Shree Laxminarayan products have no added Preservatives.- All flavours and ingredients are natural and of the best quality.Care Instructions- Keep the packet away from direct sunlight.About the BrandThe famous Chiwda brand started its journey in 1945 in Pune and now is known worldwide for its range of various kinds of chiwda and namkeen.","Packaged Food > Snacks & Farsans"
dmart1707,"Sumeru Vegetable Spring Rolls",Sumeru,135,67,"Packaged Food","Snacks & Farsans","200 gm","OverviewCrispy Wassup Vegetable Spring Rolls are filled with tender mixed veggies in a Chinese style spit sauce that makes them the dude of all spring rolls! When fried and served steaming hot with tangy dips and sauce these crisp flavour-packed spring rolls, just rock!IngredientsSpring Roll Pastry, Refined Sunflower Oil, Iodised Salt, Onion, Capsicum, Carrot, Rice Noodles, Spring Onions, Green Chilli, Tomato Paste, Edible Vegetable Oil, Maida, and Mixed Spices.How to UseHeat Oil for deep frying, remove the product from the freezer and immerse it into the hot oil. Fry it for a few minutes on a low flame till they get a golden brown colour. Remove the rolls and soak up the excess oil.Storage InstructionsStore in a cool, dry and hygienic place.","Packaged Food > Snacks & Farsans"
dmart1708,"Mccain Emoti Bites",McCain,145,125,"Packaged Food","Snacks & Farsans","415 gm","
Note : This product is eligible for return ONLY at the time of delivery.

Once delivered, it cannot be returned.
","Packaged Food > Snacks & Farsans"
dmart1709,"ITC Master Chef Hara Bhara Kebab 210 gms","Master Chef",130,105,"Packaged Food","Snacks & Farsans","210 gm","
Go Green ! Enjoy this unique combination of veggies with authentic Indian spices. A nutritious & delicious classic vegetarian kebab made with spinach and green peas. Add taste & colour to your kebab platter. Slide this inside a sandwich, burger or a roll for a quick & nutritious treat. Just make it on tawa, no need to deep fry.
ITC Master Chef is a high quality brand and its products are of highest standard in taste & quality.

Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
","Packaged Food > Snacks & Farsans"
dmart171,"Satyam Singdana (Groundnut)",Satyam,119,101,Grocery,"Masala & Spices","500 gm","OverviewSingdana or groundnuts are used extensively in many dishes across various cuisines. They have a high protein content and is rich in nutrients. Groundnuts are renowned worldwide for their health benefits. They are packed with Vitamin E, Magnesium, Folate, Copper and Arginine. You can add them to the food of your choice or can even be eaten plain as a snack.Key Features- Packed with proteins and nutrients","Grocery > Masala & Spices"
dmart1710,"McCain Aloo Tikki",Mccain,315,260,"Packaged Food","Snacks & Farsans","1.24 kg","Overview. McCain Aloo Tikki is a blend of mashed potatoes and traditional spices. This is a perfect pick for an immediate indulgence. McCain Aloo Tikki Mazedaar Masala is a classic combination of mashed potatoes and some very flavourful Indian spices, which make this Tikki or the Indian adaptation of potato patty, really appetising. This is already pre-cooked in edible vegetable oil and frozen by using the most advanced technology. This means the tikkis and patties are quite fresh and have their nutritional value intact. Always keep these frozen patties handy, because you never know when a surprise guest might just drop by anytime. This delicious lip-smacking tasty patty can be an amazing and wonderful companion for your evening snacks with coffee or tea.  Ingredients Potato, Palm olein Oil, Corn Flour, Rice Flakes, Green Chilli Paste (Green Chilli, Water, Corn Starch, Edible Common Salt, Acidity Regulator, Permitted Class II Preservative), Ginger Paste (Ginger, Water, Edible Common Salt, Corn Starch, Acidity Regulator, Permitted Class II Preservative),  Benefits- Trans-fat free and 0% Cholesterol.- A very high shelf life makes it easy to store.- Delicious, high-quality snack.  How to Use- To deep-fry, your McCain Aloo Tikki just preheats your oil to a recommended temperature of 175 C.- Follow this by deep frying your favourite Aloo Tikki for about 3 minutes till they turn light golden in colour.","Packaged Food > Snacks & Farsans"
dmart1711,"Mother's Recipe Sabudana Papad With Sendha Namak",Mother's,31,19,"Packaged Food","Snacks & Farsans","70 gm","Overview:MotherÂ’s recipe Sabudana papad is a light, crunchy & delicious addition to your meals or as a snack. It is seasoned with rock salt, which makes it ideal for fasting.This papad is having a unique combination of being crispy as well as flavourful and is made with the choicest ingredients. This makes snacking a delightful experience. Perfect for fasting. Hygienically made papadKey FeaturesAuthentic traditional tasteCrispy & flavourfulMade with rock saltPerfect for fastingHygienically madeIngredientsTapioca ( Sago) Edible Common Salt, Black Salt And Edible Vegetable OilHow to UseYou can fry this papad in the oil of your choice & microwave.To microwave cook for approx. 45 seconds until readyCare InstructionsStore in a cool, dry, and hygienic place.Once opened store in an air-tight container.Please do not consume if the package is found open or damaged.About the BrandDesai Foods Private limited owns the brand's MotherÂ’s Recipe, Elmac, Spread On & Dabee. MotherÂ’s Recipe products have won a multitude of awards like the Consumer Voice Award, the Superbrand Award 2015 & the Product of the Year award 2016 for product innovation.","Packaged Food > Snacks & Farsans"
dmart1712,"Sumeru Chilli Garlic Masala French Fries",Sumeru,135,67,"Packaged Food","Snacks & Farsans","400 gm","OverviewIf you thought French fries were the best thing to happen to you, taste Wassup Chilli Garlic Fries. A flavour-filled riot that will thrill your taste buds.IngredientsPotatoes (88%). Refined Palm Oil, Spice Mix (5%) {Iodised Salt, Dehydrated Vegetables (Garlic, Onion), Spices (Chilli, Cumin. Black Pepper), Sugar, Herbs (Oregano, Rosemary & Parsley). Acidity Regulator (INS296))How to UseHeat edible oil until its very hot (180Â°C-200Â°C). Deep fry frozen fries for 2-3 minutes or until the fries turn golden and crisp. Drain excess oil and sprinkle seasoning. Mix well and serve immediately.Any other Must Known InformationDo not thaw. Consume after proper cooking.Storage InstructionsAlways store at -18.0 or below until ready to use.","Packaged Food > Snacks & Farsans"
dmart1713,"Switz Samosa Dough Sheet",Switz,99,84,"Packaged Food","Snacks & Farsans","500 gm","IngredientsRefined Wheat Flour (Maida-Gluten), Water, Salt, Edible Vegetable Fat, Preservative E282. Allergen Advice: For Allergen, Including Cereals Containing Gluten Please See Ingredients In Bold.
Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
","Packaged Food > Snacks & Farsans"
dmart1714,"ITC Master Chef Alphabytes",ITC,145,115,"Packaged Food","Snacks & Farsans","450 gm","Overview"A' for Alpha"," ""B"" for Bite"
dmart1715,"4700 BC Cheese Microwave Popcorn","4700 BC Popcorn",80,55,"Packaged Food","Snacks & Farsans","94 gm","  Key FeaturesWhole Grain100% VegetarianGluten FreeCholesterol FreeNon GMOBenefitsJUST COOK & EATReady in 3 minutesIngredientsPOPCORN BAG:Popping corn (70%), Edible vegetable fat, iodised salt, Anti-Oxidant (E319), Acidity Regulator (E330), Anti foaming Agent (E900a), Emulsifier (E471)How to Use1. Unfold popcorn bag, smiley face up.2. Place it in the center of the microwave tray.3. Microwave it for 3 minutes.4. Remove from microwave, open pack carefully and add seasoning (if included).5. Shake it properly.6. Relish hot and fresh.Frequently Asked Questions1. Is it ready to eat?Ans : No, it is ready to cook. Please refer to the cooking instructions.2. Can it be made in the pressure cooker?Ans : No, this packet is for microwave cooking. Browse through all 4700 BC popcorns to find the ones that can be cooked using a pressure cooker.Care InstructionsStore in an airtight container at a cool, dry place away from direct sunlight.Any Other Must-Know InformationMicrowavable popcorn bags, ideal for making hot and fresh popcorn at home or on the go. A perfect light snack for your regular consumption. We have used the best quality corn and ingredients in this microwave bag. A perfect healthy product for everyone in your family. Connoisseurs of cheese, rejoice! A perfect companion for your movie nights, especially with guests over at home, this cheese popcorn by 4700 BC gets ready in just 3 minutes.About the Brand4700 BC is India's first gourmet popcorn brand. Their different flavours have been refined and funnelled to derive unparalleled quality of taste and hygiene. ","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart1716,"Safal Frozen Mixed Vegetables",Safal,80,63,"Packaged Food","Snacks & Farsans","500 gm","
Instructions :
- Transfer to the freezer compartment at the earliest.
- Use straight from the freezer.
- Put unused product back to the freezer at the earliest.

Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
","Packaged Food > Snacks & Farsans"
dmart1717,"4700 BC Butter Microwave Popcorn","4700 BC Popcorn",75,55,"Packaged Food","Snacks & Farsans","85 gm","  Key FeaturesWhole Grain100% VegetarianGluten FreeCholesterol FreeNon GMOBenefitsJUST COOK & EATReady in 3 minutesIngredientsPOPCORN BAG:Popping corn (70%), Edible vegetable fat, iodised salt, Anti-Oxidant (E319), Acidity Regulator (E330), Anti foaming Agent (E900a), Emulsifier (E471)How to Use1. Unfold popcorn bag, smiley face up.2. Place it in the center of the microwave tray.3. Microwave it for 3 minutes.4. Remove from microwave, open pack carefully and add seasoning (if included).5. Shake it properly.6. Relish hot and fresh.Frequently Asked Questions1. Is it ready to eat?Ans : No, it is ready to cook. Please refer to the cooking instructions.2. Can it be made in the pressure cooker?Ans : No, this packet is for microwave cooking. Browse through all 4700 BC popcorns to find the ones that can be cooked using a pressure cooker.Care InstructionsStore in an airtight container at a cool, dry place away from direct sunlight.Any Other Must-Know InformationMicrowavable popcorn bags, ideal for making hot and fresh popcorn at home or on the go. A perfect light snack for your regular consumption. We have used the best quality corn and ingredients in this microwave bag. A perfect healthy product for everyone in your family. Can't imagine popcorn without butter? This pack is for you! Pop with happiness, with this bag of 4700 BC microwaveable popcorn and your favourite movie. With only 32 calories per cup, it's the perfect snack to accompany some screen action.About the Brand4700 BC is India's first gourmet popcorn brand. Their different flavours have been refined and funnelled to derive unparalleled quality of taste and hygiene. ","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart1718,"Switz Spring Roll Dough Sheet",Switz,99,81,"Packaged Food","Snacks & Farsans","275 gm","IngredientsRefined Wheat Flour (Maida-Gluten), Water, Corn Starch, Salt, Edible Vegetable Oil (Sunflower Oil), Emulsifier E322 (Soya-Based), Preservative E282, Emulsifier E481+E471 Allergen Advice: Includes Cereals Containing Gloten & Soya Please See Ingredients 0108 Ni Bold
Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
","Packaged Food > Snacks & Farsans"
dmart1719,"4700 BC Himalayan Salt Caramel Gourmet Popcorn","4700 BC",175,125,"Packaged Food","Snacks & Farsans","110 gm","OverviewIndulge in 4700BC Gourmet Popcorn coated with dark, milk and white chocolate, balanced with crunchy almonds. Packed in an exquisite, contemporary and extremely durable tin that can be reused for endless purposes. A perfect snack for chocolate lovers!Why Will You Love It?- Gourmet popcorn- Crunch that packs in a punch- Jumbo-sized popcorn- Chocolate indulgence- Collector&rsquo;s delight - tin box packagingBenefits- Non GMO- Gluten Free- Whole Grain- No Trans FatIngredientsCorn, Butter, Sugar, Corn Syrup, Maltodextrin, Coffee, Edible Mineral Salt, Flavour, Soy Lecithin, AntioxidantAbout the Brand4700BC popcorn believes in delivering a perfectly Heartcrafted Gourmet popcorn experience. It was founded by Mr. Chirag Gupta &amp; Mr. Ankur Gupta in 2013 in Delhi.","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart172,"24 Mantra Organic Peanut","24 Mantra Organic",145,120,Grocery,Pulses,"500 gm","  Key FeaturesExcellent Protein SourceCan Be Roasted Or BoiledCan Be Added to Any FoodMakes A Tasty SnackBenefitsPeanuts can be eaten raw, used in recipes, made into solvents and oils, medicines, textile materials and peanut butter, as well as many other uses. The 24 Mantra Organic Raw Peanut is a product that brings you this wonderful ingredient with unmatched freshness and quality. With its trademark polythene packaging, it is ensured that no adulterants can enter and compromise the quality of the product. The peanuts are also produced organically without the use of harmful chemicals. The 24 Mantra Organic Raw Peanut is used extensively in snacks and delicacies by many. It is often used as a major ingredient in mixed nuts. They are boiled in brine and often eaten as a light snack. It is a core ingredient of many diets because of its dietary value. They can also be roasted and eaten as an evening snack. Get this pure and organically produced 24 Mantra Organic Raw Peanut for a healthy diet. All products of 24 Mantra Organic are certified as per Indian, US and European Organic Standards.Any Other Must-Know InformationPeanuts are an excellent and affordable source of nutrients. Peanuts are rich sources of oil, 40-50 %, therefore, energy-dense. Along with calories peanuts are a good source of protein and dietary fiber. 24 Mantra Organic Raw Peanuts are a source of important nutrients such as proteins, carbohydrates, lipids, vitamins, minerals, antioxidants, and fiber.About the BrandA decade and more later, our intent to transform the food habits of India and Indians to healthier and organic options remains steadfast. Sresta began with a unified, overarching purpose to change lives and do our bit for the country's march towards a healthy future. They are passionate about organic foods. They want you and your family to have better, chemical and pesticide-free options. We want farmers to have a sustainable living. They want a better planet. Sresta in fact, want you to live an organic life. ","Grocery > Pulses"
dmart1720,"Act II Butter Delite Flavour Popcorn","Act II",135,120,"Packaged Food","Snacks & Farsans","450 gm","  OverviewEnjoy the classic Butter Delite popcorn flavour, while catching up on your favourite movies or shows. The delicious buttery aroma and flavour makes it an irresistible snack. What's more, you can make it in just 3 minutes in a pressure cooker or pan.Key Features 100% Vegetarian Zero Trans Fat Ready to Cook Cooks in 3 MinutesIngredientsPopping Corns, Refined Edible Vegetable Oil, Iodized Salt and Beta Carotene.How to Use Empty the contents into a deep thick- bottomed pan or pressure cooker. Cover with inverted lid. Leave a small gap facing away from you. Allow steam to escape. Cook on medium flame. Shake utensil until popping slows down to 1-2 seconds between pops. Hot 'n' fresh popcorn ready in just 3 minutes. Empty utensil immediately after popping. Enjoy!Frequently Asked QuestionsIs it ready to eat?No, it is ready to cook. Please refer to the cooking instructions.What is the expiry?This product is best consumed within 8 months of manufacturing date.Can it be made in the microwave?No, this packet is for pressure or pan cooking.Care InstructionsStore in an air tight container at a cool, dry place away from direct sunlight.About the BrandEnhance your movie-watching experience, in the comfort of your own home with WorldÂ’s No. 1 ACT II popcorn. ACT II popcorn is easy to make. In only 3 minutes, enjoy Hot n Fresh n delicious popcorn along with the delightful popcorn aroma. ","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart1721,"ID Wheat Lachha Paratha",ID,95,82,"Packaged Food","Ready To Cook","5 pcs","Overview:Parota is a subcontinental layered flatbread made from maida or atta, alternatively known as flaky ribbon pancake. If you are looking for something fancy to eat but feeling too lazy to actually make it, ID Whole Wheat Parota is the perfect thing to buy. A great substitute for homemade rotis, these paranthas are made of 100% whole wheat and can be eaten any time with your favourite vegetable curry. ID Whole Wheat parotas are made from wheat flour which is high in fibre and nutrients. These are easy to digest. Refined flour leads to constipation, piles and colon cancer. Hence, whole wheat flour is a healthier substitute.IngredientsWhole Wheat (64%), Vegetable Oil, Low Sodium & Salt.How to UseReady to cook and eat.Heat on a pan with ghee for 1 minute.About the BrandiD was founded in 2005, by 5 cousins, with a 50sqft store & 1 big dream - to ensure that people the world over get access to fresh, nutritious & delicious Indian food. With an unwavering vision to preserve traditional, home-made cuisine & a focus on making the process of cooking fun & effortless, iD today serves homes across India, UAE & the US. Come, join us for a meal, made with love.","Packaged Food > Ready To Cook"
dmart1722,"4700 BC Nutty Tuxedo Chocolate Gourmet Popcorn","4700 BC",200,125,"Packaged Food","Snacks & Farsans","125 gm","OverviewIndulge in 4700BC Gourmet Popcorn coated with delicious caramel and sprinkled with exotic Himalayan salt. Packed in an exquisite, contemporary and extremely durable tin that can be reused for endless purposes. An absolutely enjoyable snack filled with lip-smacking flavour.Why Will You Love It?- Crunch that packs in a punch- Jumbo-sized popcorn- Caramel indulgence- Collector&rsquo;s delight - tin box packagingBenefits- Non GMO- Gluten Free- Cholesterol Free- No Trans FatIngredientsChocolate, Corn, Butter, Sugar, Corn Syrup, Almonds, Maltodextrin, Edible Common Salt, Flavour, Soy Lecithin (E322), Antioxidant (E319), Acidity Regulator (E330), Antifoaming Agent (E900)About the Brand4700BC popcorn believes in delivering a perfectly Heartcrafted Gourmet popcorn experience. It was founded by Mr. Chirag Gupta &amp; Mr. Ankur Gupta in 2013 in Delhi.","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart1723,"Godrej Yummiez Veg Burger Patty",Godrej,125,62,"Packaged Food","Snacks & Farsans","340 gm","OverviewGodrej Yummiez Veg. Burger Patty is a vegetarian choice for its beefy cousin. It is rich in fibre and as an impartial patty, really tastes pretty good, once you layer the pickles, the mustard, ketchup, etc. These are the perfect combo of Continental and Indian spices combined with a coating of crunchy crumbs.","Packaged Food > Snacks & Farsans"
dmart1724,"4700 BC Barbeque Microwave Popcorn","4700 BC Popcorn",80,55,"Packaged Food","Snacks & Farsans","92 gm","  Key FeaturesWhole Grain100% VegetarianGluten FreeCholesterol FreeNon GMOBenefitsJUST COOK & EATReady in 3 minutesIngredientsPOPCORN BAG:Popping corn (70%), Edible vegetable fat, iodised salt, Anti-Oxidant (E319), Acidity Regulator (E330), Anti foaming Agent (E900a), Emulsifier (E471)How to Use1. Unfold popcorn bag, smiley face up.2. Place it in the center of the microwave tray.3. Microwave it for 3 minutes.4. Remove from microwave, open pack carefully and add seasoning (if included).5. Shake it properly.6. Relish hot and fresh.Frequently Asked Questions1. Is it ready to eat?Ans : No, it is ready to cook. Please refer to the cooking instructions.2. Can it be made in the pressure cooker?Ans : No, this packet is for microwave cooking. Browse through all 4700 BC popcorns to find the ones that can be cooked using a pressure cooker.Care InstructionsStore in an airtight container at a cool, dry place away from direct sunlight.Any Other Must-Know InformationMicrowavable popcorn bags, ideal for making hot and fresh popcorn at home or on the go. A perfect light snack for your regular consumption. We have used the best quality corn and ingredients in this microwave bag. A perfect healthy product for everyone in your family. Indulge in the sensational barbeque flavour in every pop. Spice and all things nice! Does that define your snacking experience? Then, give in to the irresistible Barbeque popcorn that pops in just 3 minutes in the microwave. It comes with the gourmet seasoning inside.About the Brand4700 BC is India's first gourmet popcorn brand. Their different flavours have been refined and funnelled to derive unparalleled quality of taste and hygiene. ","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart1725,"ITC Master Chef Cheesy Corn Triangles",ITC,185,125,"Packaged Food","Snacks & Farsans","320 gm","
- Triangles of indulgence! Italian seasoned, cheese & corn-filled gooey delights that are sure to leave you asking for more. 
- ITC master chef is a high-quality brand and its quality is of a gold standard. It adheres to absolute benchmark and its products are of the highest standards in taste and quality.

Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
","Packaged Food > Snacks & Farsans"
dmart1726,"4700 BC Instant Butter Popcorn","4700 BC",10,8,"Packaged Food","Snacks & Farsans","30 gm","  Key FeaturesWhole Grain100% VegetarianGluten FreeCholesterol FreeNon GMOBenefitsJUST COOK & EATReady in 3 minutesIngredientsPOPCORN BAG:Popping corn (70%), Edible vegetable fat, iodised salt, Anti-Oxidant (E319), Acidity Regulator (E330), Anti foaming Agent (E900a), Emulsifier (E471)How to Use1. Unfold popcorn bag, smiley face up.2. Place it in the center of the microwave tray.3. Microwave it for 3 minutes.4. Remove from microwave, open pack carefully and add seasoning (if included).5. Shake it properly.6. Relish hot and fresh.Frequently Asked Questions1. Is it ready to eat?Ans : No, it is ready to cook. Please refer to the cooking instructions.2. Can it be made in the pressure cooker?Ans : No, this packet is for microwave cooking. Browse through all 4700 BC popcorns to find the ones that can be cooked using a pressure cooker.Care InstructionsStore in an airtight container at a cool, dry place away from direct sunlight.Any Other Must-Know InformationMicrowavable popcorn bags, ideal for making hot and fresh popcorn at home or on the go. A perfect light snack for your regular consumption. We have used the best quality corn and ingredients in this microwave bag. A perfect healthy product for everyone in your family. About the Brand4700 BC is India's first gourmet popcorn brand. Their different flavours have been refined and funnelled to derive unparalleled quality of taste and hygiene. ","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart1727,"ITC Masterchef Lebanese Falafel Kebab",ITC,140,99,"Packaged Food","Snacks & Farsans","230 gm","
Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
","Packaged Food > Snacks & Farsans"
dmart1728,"4700 BC Instant Barbeque Popcorn","4700 BC",10,8,"Packaged Food","Snacks & Farsans","30 gm","  Key FeaturesWhole Grain100% VegetarianGluten FreeCholesterol FreeNon GMOBenefitsJUST COOK & EATReady in 3 minutesIngredientsPOPCORN BAG:Popping corn (70%), Edible vegetable fat, iodised salt, Anti-Oxidant (E319), Acidity Regulator (E330), Anti foaming Agent (E900a), Emulsifier (E471)How to Use1. Unfold popcorn bag, smiley face up.2. Place it in the center of the microwave tray.3. Microwave it for 3 minutes.4. Remove from microwave, open pack carefully and add seasoning (if included).5. Shake it properly.6. Relish hot and fresh.Frequently Asked Questions1. Is it ready to eat?Ans : No, it is ready to cook. Please refer to the cooking instructions.2. Can it be made in the pressure cooker?Ans : No, this packet is for microwave cooking. Browse through all 4700 BC popcorns to find the ones that can be cooked using a pressure cooker.Care InstructionsStore in an airtight container at a cool, dry place away from direct sunlight.Any Other Must-Know InformationMicrowavable popcorn bags, ideal for making hot and fresh popcorn at home or on the go. A perfect light snack for your regular consumption. We have used the best quality corn and ingredients in this microwave bag. A perfect healthy product for everyone in your family. Indulge in the sensational barbeque flavour in every pop. Spice and all things nice! Does that define your snacking experience? Then, give in to the irresistible Barbeque popcorn that pops in just 3 minutes in the pressure cooker or pan. It comes with the gourmet seasoning inside.About the Brand4700 BC is India's first gourmet popcorn brand. Their different flavours have been refined and funnelled to derive unparalleled quality of taste and hygiene. ","Packaged Food > Ready To Cook > Snacks & Farsans"
dmart1729,"Safal Hara Bhara Kabab",Safal,80,65,"Packaged Food","Snacks & Farsans","200 gm","
Note : This product is eligible for return ONLY at the time of delivery. Once delivered, it cannot be returned.
","Packaged Food > Snacks & Farsans"
dmart173,Jaggery,"Plain Jaggery",90,64,Grocery,"Grocery/Salt / Sugar / Jaggery","900 gm","
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
","Grocery > Grocery/Salt / Sugar / Jaggery"
